"","uid","treatment","location","n","total_cells","normalized_cell_count"
"846","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Periaqueductal gray",33,2135,0.0154566744730679
"847","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, mouth, layer 2/3",8,2135,0.00374707259953162
"848","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary visual area, layer 6a",24,2135,0.0112412177985948
"849","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Dorsal auditory area, layer 5",3,2135,0.00140515222482436
"850","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Retrosplenial area, ventral part, layer 1",6,2135,0.00281030444964871
"851","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 1",7,2135,0.00327868852459016
"852","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Taenia tecta, ventral part",3,2135,0.00140515222482436
"853","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Postsubiculum",9,2135,0.00421545667447307
"854","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","fiber tracts",2,2135,0.000936768149882904
"855","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Superior colliculus, optic layer",8,2135,0.00374707259953162
"856","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Inferior colliculus, central nucleus",6,2135,0.00281030444964871
"857","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 2/3",13,2135,0.00608899297423888
"858","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","cerebral aqueduct",3,2135,0.00140515222482436
"859","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anteromedial visual area, layer 5",8,2135,0.00374707259953162
"860","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anterior olfactory nucleus",22,2135,0.0103044496487119
"861","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Pyramus (VIII)",23,2135,0.0107728337236534
"862","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","choroid plexus",4,2135,0.00187353629976581
"863","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","internal capsule",3,2135,0.00140515222482436
"864","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary auditory area, layer 1",2,2135,0.000936768149882904
"865","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Visceral area, layer 2/3",8,2135,0.00374707259953162
"866","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, nose, layer 1",2,2135,0.000936768149882904
"867","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Crus 2",26,2135,0.0121779859484778
"868","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, upper limb, layer 6a",4,2135,0.00187353629976581
"869","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary auditory area, layer 2/3",3,2135,0.00140515222482436
"870","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, mouth, layer 6a",2,2135,0.000936768149882904
"871","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Retrosplenial area, ventral part, layer 6a",12,2135,0.00562060889929742
"872","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 5",18,2135,0.00843091334894614
"873","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Temporal association areas, layer 5",3,2135,0.00140515222482436
"874","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Lateral dorsal nucleus of thalamus",5,2135,0.00234192037470726
"875","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Retrosplenial area, dorsal part, layer 1",22,2135,0.0103044496487119
"876","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary auditory area, layer 5",2,2135,0.000936768149882904
"877","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Claustrum",3,2135,0.00140515222482436
"878","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Mediodorsal nucleus of thalamus",3,2135,0.00140515222482436
"879","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Lateral visual area, layer 4",3,2135,0.00140515222482436
"880","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, nose, layer 5",3,2135,0.00140515222482436
"881","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Ventral anterior-lateral complex of the thalamus",2,2135,0.000936768149882904
"882","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Retrosplenial area, lateral agranular part, layer 6a",10,2135,0.00468384074941452
"883","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Hypothalamus",7,2135,0.00327868852459016
"884","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Dorsal auditory area, layer 2/3",2,2135,0.000936768149882904
"885","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Ventral medial nucleus of the thalamus",3,2135,0.00140515222482436
"886","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, nose, layer 4",4,2135,0.00187353629976581
"887","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Accessory olfactory bulb, granular layer",4,2135,0.00187353629976581
"888","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","lateral olfactory tract, body",2,2135,0.000936768149882904
"889","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","corpus callosum, anterior forceps",3,2135,0.00140515222482436
"890","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Retrosplenial area, dorsal part, layer 5",41,2135,0.0192037470725995
"891","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Declive (VI)",31,2135,0.014519906323185
"892","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anteromedial visual area, layer 6b",2,2135,0.000936768149882904
"893","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Folium-tuber vermis (VII)",46,2135,0.0215456674473068
"894","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Piriform area",16,2135,0.00749414519906323
"895","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Gustatory areas, layer 5",4,2135,0.00187353629976581
"896","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Retrosplenial area, dorsal part, layer 6a",11,2135,0.00515222482435597
"897","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anteromedial visual area, layer 4",4,2135,0.00187353629976581
"898","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","corpus callosum, posterior forceps",31,2135,0.014519906323185
"899","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Retrosplenial area, ventral part, layer 2/3",12,2135,0.00562060889929742
"900","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Superior colliculus, motor related, deep white layer",3,2135,0.00140515222482436
"901","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","corpus callosum, splenium",5,2135,0.00234192037470726
"902","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Gustatory areas, layer 2/3",2,2135,0.000936768149882904
"903","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary motor area, Layer 6a",7,2135,0.00327868852459016
"904","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anterior cingulate area, ventral part, 6a",2,2135,0.000936768149882904
"905","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, barrel field, layer 2/3",18,2135,0.00843091334894614
"906","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","optic nerve",2,2135,0.000936768149882904
"907","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Magnocellular nucleus",10,2135,0.00468384074941452
"908","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Secondary motor area, layer 1",8,2135,0.00374707259953162
"909","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, lower limb, layer 1",2,2135,0.000936768149882904
"910","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, lower limb, layer 2/3",4,2135,0.00187353629976581
"911","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anterolateral visual area, layer 2/3",3,2135,0.00140515222482436
"912","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Nucleus accumbens",17,2135,0.00796252927400468
"913","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Dentate gyrus, polymorph layer",2,2135,0.000936768149882904
"914","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, barrel field, layer 1",6,2135,0.00281030444964871
"915","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","posteromedial visual area, layer 6a",3,2135,0.00140515222482436
"916","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, upper limb, layer 2/3",8,2135,0.00374707259953162
"917","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Posterolateral visual area, layer 1",6,2135,0.00281030444964871
"918","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Prelimbic area, layer 5",2,2135,0.000936768149882904
"919","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Secondary motor area, layer 2/3",3,2135,0.00140515222482436
"920","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Globus pallidus, external segment",5,2135,0.00234192037470726
"921","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anteroventral periventricular nucleus",3,2135,0.00140515222482436
"922","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, upper limb, layer 4",8,2135,0.00374707259953162
"923","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Pallidum",5,2135,0.00234192037470726
"924","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Superior colliculus, motor related, deep gray layer",6,2135,0.00281030444964871
"925","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anterior amygdalar area",7,2135,0.00327868852459016
"926","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Main olfactory bulb",179,2135,0.0838407494145199
"927","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Posterior auditory area, layer 4",2,2135,0.000936768149882904
"928","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary visual area, layer 2/3",44,2135,0.0206088992974239
"929","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, upper limb, layer 5",3,2135,0.00140515222482436
"930","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","posteromedial visual area, layer 2/3",4,2135,0.00187353629976581
"931","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Temporal association areas, layer 2/3",3,2135,0.00140515222482436
"932","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Retrosplenial area, ventral part, layer 5",39,2135,0.0182669789227166
"933","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Secondary motor area, layer 6a",5,2135,0.00234192037470726
"934","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anterolateral visual area, layer 6a",13,2135,0.00608899297423888
"935","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Inferior colliculus, external nucleus",15,2135,0.00702576112412178
"936","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, barrel field, layer 5",14,2135,0.00655737704918033
"937","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","cingulum bundle",15,2135,0.00702576112412178
"938","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Agranular insular area, dorsal part, layer 6a",2,2135,0.000936768149882904
"939","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Olfactory tubercle",14,2135,0.00655737704918033
"940","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, trunk, layer 5",5,2135,0.00234192037470726
"941","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Ventral auditory area, layer 4",3,2135,0.00140515222482436
"942","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Paramedian lobule",25,2135,0.0117096018735363
"943","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Bed nuclei of the stria terminalis",2,2135,0.000936768149882904
"944","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Field CA1",50,2135,0.0234192037470726
"945","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Reticular nucleus of the thalamus",7,2135,0.00327868852459016
"946","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Orbital area, medial part, layer 2/3",2,2135,0.000936768149882904
"947","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Fastigial nucleus",3,2135,0.00140515222482436
"948","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Agranular insular area, posterior part, layer 5",3,2135,0.00140515222482436
"949","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, trunk, layer 2/3",4,2135,0.00187353629976581
"950","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, trunk, layer 4",3,2135,0.00140515222482436
"951","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Superior colliculus, motor related, intermediate white layer",32,2135,0.0149882903981265
"952","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Orbital area, lateral part, layer 6b",2,2135,0.000936768149882904
"953","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary visual area, layer 1",7,2135,0.00327868852459016
"954","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Lateral visual area, layer 2/3",5,2135,0.00234192037470726
"955","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Visceral area, layer 4",2,2135,0.000936768149882904
"956","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Prelimbic area, layer 1",2,2135,0.000936768149882904
"957","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anteromedial visual area, layer 6a",7,2135,0.00327868852459016
"958","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, nose, layer 2/3",3,2135,0.00140515222482436
"959","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 4",6,2135,0.00281030444964871
"960","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Uvula (IX)",10,2135,0.00468384074941452
"961","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Diagonal band nucleus",19,2135,0.00889929742388759
"962","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anterolateral visual area, layer 4",5,2135,0.00234192037470726
"963","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anteroventral nucleus of thalamus",2,2135,0.000936768149882904
"964","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Lobule III",18,2135,0.00843091334894614
"965","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary somatosensory area, barrel field, layer 4",16,2135,0.00749414519906323
"966","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Lateral hypothalamic area",7,2135,0.00327868852459016
"967","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Superior colliculus, motor related, intermediate gray layer",18,2135,0.00843091334894614
"968","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anterolateral visual area, layer 5",11,2135,0.00515222482435597
"969","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Primary visual area, layer 4",20,2135,0.00936768149882904
"970","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Anterior pretectal nucleus",3,2135,0.00140515222482436
"971","CAGE3811494 ANIMAL1015 CORTCONTROL","Vehicle","Substantia innominata",51,2135,0.0238875878220141
"972","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Accessory olfactory bulb, glomerular layer",5,2489,0.00200883889112093
"973","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Dorsal auditory area, layer 1",2,2489,0.000803535556448373
"974","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Central lateral nucleus of the thalamus",2,2489,0.000803535556448373
"975","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Dorsal auditory area, layer 2/3",2,2489,0.000803535556448373
"976","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Accessory olfactory bulb, granular layer",6,2489,0.00241060666934512
"977","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Field CA3",12,2489,0.00482121333869024
"978","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Orbital area, lateral part, layer 2/3",6,2489,0.00241060666934512
"979","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Accessory olfactory bulb, mitral layer",3,2489,0.00120530333467256
"980","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Dorsal auditory area, layer 5",2,2489,0.000803535556448373
"981","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Prelimbic area, layer 5",76,2489,0.0305343511450382
"982","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 1",8,2489,0.00321414222579349
"983","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","anterior commissure, olfactory limb",3,2489,0.00120530333467256
"984","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Dorsal cochlear nucleus",3,2489,0.00120530333467256
"985","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Medial amygdalar nucleus",18,2489,0.00723182000803536
"986","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","fimbria",2,2489,0.000803535556448373
"987","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Prelimbic area, layer 6a",10,2489,0.00401767778224186
"988","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Secondary motor area, layer 5",69,2489,0.0277219766974689
"989","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 2/3",7,2489,0.0028123744475693
"990","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","cerebral aqueduct",2,2489,0.000803535556448373
"991","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Lateral preoptic area",10,2489,0.00401767778224186
"992","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","dorsal limb",2,2489,0.000803535556448373
"993","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Flocculus",2,2489,0.000803535556448373
"994","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Presubiculum",4,2489,0.00160707111289675
"995","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Periventricular hypothalamic nucleus, posterior part",3,2489,0.00120530333467256
"996","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Medial preoptic area",10,2489,0.00401767778224186
"997","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary auditory area, layer 1",2,2489,0.000803535556448373
"998","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Interposed nucleus",4,2489,0.00160707111289675
"999","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Folium-tuber vermis (VII)",12,2489,0.00482121333869024
"1000","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Anterolateral visual area, layer 1",2,2489,0.000803535556448373
"1001","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary somatosensory area, mouth, layer 6a",6,2489,0.00241060666934512
"1002","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Medial septal nucleus",3,2489,0.00120530333467256
"1003","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary auditory area, layer 4",2,2489,0.000803535556448373
"1004","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 5",12,2489,0.00482121333869024
"1005","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Nucleus accumbens",8,2489,0.00321414222579349
"1006","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Medial vestibular nucleus",5,2489,0.00200883889112093
"1007","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Ectorhinal area/Layer 5",3,2489,0.00120530333467256
"1008","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Simple lobule",45,2489,0.0180795500200884
"1009","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Orbital area, medial part, layer 2/3",16,2489,0.00642828445158698
"1010","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Frontal pole, layer 2/3",7,2489,0.0028123744475693
"1011","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary motor area, Layer 1",9,2489,0.00361591000401768
"1012","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Supplemental somatosensory area, layer 6a",11,2489,0.00441944556046605
"1013","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Retrosplenial area, dorsal part, layer 2/3",10,2489,0.00401767778224186
"1014","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Anterior cingulate area, dorsal part, layer 2/3",10,2489,0.00401767778224186
"1015","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Medulla",6,2489,0.00241060666934512
"1016","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Endopiriform nucleus, dorsal part",10,2489,0.00401767778224186
"1017","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Suprachiasmatic nucleus",4,2489,0.00160707111289675
"1018","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary motor area, Layer 2/3",17,2489,0.00683005222981117
"1019","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Agranular insular area, ventral part, layer 2/3",2,2489,0.000803535556448373
"1020","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Spinal vestibular nucleus",2,2489,0.000803535556448373
"1021","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Retrosplenial area, dorsal part, layer 5",11,2489,0.00441944556046605
"1022","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Midbrain",20,2489,0.00803535556448373
"1023","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary somatosensory area, nose, layer 5",5,2489,0.00200883889112093
"1024","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Lateral visual area, layer 4",3,2489,0.00120530333467256
"1025","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Agranular insular area, ventral part, layer 5",3,2489,0.00120530333467256
"1026","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary motor area, Layer 5",36,2489,0.0144636400160707
"1027","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","stria terminalis",2,2489,0.000803535556448373
"1028","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Midbrain reticular nucleus",2,2489,0.000803535556448373
"1029","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Temporal association areas, layer 1",5,2489,0.00200883889112093
"1030","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Olfactory areas",33,2489,0.0132583366813982
"1031","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Basomedial amygdalar nucleus, posterior part",2,2489,0.000803535556448373
"1032","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","middle cerebellar peduncle",3,2489,0.00120530333467256
"1033","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Entorhinal area, lateral part, layer 3",4,2489,0.00160707111289675
"1034","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","alveus",2,2489,0.000803535556448373
"1035","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Retrosplenial area, lateral agranular part, layer 1",3,2489,0.00120530333467256
"1036","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Cortical amygdalar area, anterior part",3,2489,0.00120530333467256
"1037","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Nodulus (X)",8,2489,0.00321414222579349
"1038","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Entorhinal area, lateral part, layer 5",2,2489,0.000803535556448373
"1039","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Lobule III",41,2489,0.0164724789071916
"1040","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Subiculum",6,2489,0.00241060666934512
"1041","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Cortical amygdalar area, posterior part, medial zone",3,2489,0.00120530333467256
"1042","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Anteroventral preoptic nucleus",3,2489,0.00120530333467256
"1043","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Anterior amygdalar area",5,2489,0.00200883889112093
"1044","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary somatosensory area, barrel field, layer 1",7,2489,0.0028123744475693
"1045","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Caudoputamen",61,2489,0.0245078344716754
"1046","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","arbor vitae",37,2489,0.0148654077942949
"1047","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Anterior cingulate area, dorsal part, layer 1",15,2489,0.0060265166733628
"1048","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Lateral septal nucleus, ventral part",2,2489,0.000803535556448373
"1049","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Entorhinal area, medial part, dorsal zone, layer 1",5,2489,0.00200883889112093
"1050","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary somatosensory area, barrel field, layer 2/3",18,2489,0.00723182000803536
"1051","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","lateral ventricle",3,2489,0.00120530333467256
"1052","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Substantia innominata",7,2489,0.0028123744475693
"1053","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Entorhinal area, medial part, dorsal zone, layer 2",6,2489,0.00241060666934512
"1054","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Orbital area, lateral part, layer 1",5,2489,0.00200883889112093
"1055","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary somatosensory area, upper limb, layer 4",7,2489,0.0028123744475693
"1056","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Retrosplenial area, lateral agranular part, layer 6a",3,2489,0.00120530333467256
"1057","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Entorhinal area, medial part, dorsal zone, layer 3",3,2489,0.00120530333467256
"1058","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Primary somatosensory area, barrel field, layer 4",8,2489,0.00321414222579349
"1059","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Nucleus of the lateral olfactory tract, pyramidal layer",2,2489,0.000803535556448373
"1060","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Entorhinal area, medial part, dorsal zone, layer 5",2,2489,0.000803535556448373
"1061","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Anterior cingulate area, dorsal part, layer 5",12,2489,0.00482121333869024
"1062","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","Nucleus of the solitary tract",2,2489,0.000803535556448373
"1063","CAGE3811494 ANIMAL1017 CORTCONTROL","Vehicle","superior cerebelar peduncles",2,2489,0.000803535556448373
